name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque1,torque2
Renault Duster 85PS Diesel RxL,2015,550000,60000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,200,1900
BMW 5 Series 520d Luxury Line,2016,3200000,40000,Diesel,Individual,Automatic,First Owner,18.12,1995.0,190.0,5.0,400,1750
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,440000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7.0,200,1400
Mahindra TUV 300 T6 Plus,2017,645000,60000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,240,1600
Maruti Wagon R VXI BS IV,2015,300000,110000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,90,3500
Hyundai i20 Active 1.4,2016,580000,152000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,219.66,1500
Hyundai i20 1.2 Asta,2011,220000,220000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,5.0,"11.4 kgm at 4,000 r",0
Mahindra Bolero 2011-2019 ZLX BSIII,2013,451000,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,195,1400
Tata Nexon 1.2 Revotron XZ Plus,2018,850000,50000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,170,1750
Maruti Swift Dzire VDi,2011,300000,125000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,190,2000
Ford Figo 1.2P Trend MT,2016,350000,60000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,112,4000
Maruti Eeco CNG HTR 5-STR,2014,300000,90000,CNG,Individual,Manual,First Owner,21.94,1196.0,63.0,5.0,83,3000
Maruti Eeco CNG HTR 5-STR,2017,390000,30000,CNG,Individual,Manual,First Owner,21.94,1196.0,63.0,5.0,83,3000
Toyota Innova 2.5 VX (Diesel) 8 Seater,2016,1200000,90000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8.0,200,1200
Volkswagen Ameo 1.2 MPI Comfortline,2017,550000,20000,Petrol,Individual,Manual,First Owner,17.0,1198.0,73.75,5.0,110,3750
Maruti Swift VDI,2012,300000,110000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5.0,190,2000
Volkswagen Vento Diesel Highline,2012,300000,150000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,250,1500
Hyundai i20 1.4 CRDi Sportz,2012,350000,110000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,22.4 kgm at 1750-2750r,0
Hyundai Creta 1.6 CRDi SX Option,2015,880000,120000,Diesel,Individual,Manual,Second Owner,19.67,1582.0,126.2,5.0,259.9,1900
Hyundai Accent Executive CNG,2010,160000,120000,CNG,Individual,Manual,Second Owner,13.2,1495.0,93.7,5.0,124.5,3500
Tata Sumo GX,2012,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956.0,83.8,7.0,250,1000
Hyundai i20 Active 1.4 SX,2016,660000,110000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,220,1500
Tata Zest Revotron 1.2T XMS,2015,450000,40000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,140,1500
Volkswagen Polo GT TDI,2012,400000,110000,Diesel,Individual,Manual,Second Owner,19.7,1598.0,103.6,5.0,250,1500
Mahindra Scorpio S7 120,2019,1300000,20000,Diesel,Individual,Manual,First Owner,16.36,2179.0,120.0,7.0,280,1800
Ford Figo Diesel Celebration Edition,2013,229999,230000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0,160,2000
Chevrolet Beat LT,2010,140000,60000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0,108,4400
Maruti Zen Estilo LXI BS IV,2012,195000,35000,Petrol,Individual,Manual,Second Owner,19.0,998.0,67.1,5.0,90,3500
Hyundai i20 Active Base Petrol,2015,500000,45000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,114.73,4000
Tata Nano Cx BSIII,2012,60000,45000,Petrol,Individual,Manual,First Owner,25.4,624.0,38.0,4.0,51,4000
Tata Zest Revotron 1.2T XM,2016,400000,25000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,140,1500
Hyundai i20 Magna 1.2,2014,400000,10000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,114.7,4000
Maruti Wagon R VXI Optional,2018,380000,19000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,90,3500
Maruti Baleno Delta 1.2,2019,579000,10000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,115,4000
Mahindra KUV 100 G80 K2,2019,400000,25000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,115,3500
Hyundai i10 Magna 1.2 iTech SE,2012,270000,30000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,111.7,4000
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2014,500000,90000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,195,1400
Tata Tiago 1.2 Revotron XT,2017,475000,20000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,114,3500
Nissan Terrano XL D Option,2018,850000,48000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.14,5.0,200,1750
Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII,2009,475000,120000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,7.0,290,1800
Maruti Swift Dzire Ldi BSIV,2012,370000,210000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,190,2000
Hyundai i10 Magna 1.1L,2010,187000,200400,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,99.04,4500
Hyundai i10 Magna,2008,195000,110000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,111.7,4000
Tata Safari DICOR 2.2 LX 4x2,2014,459999,38000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7.0,320,1700
Toyota Corolla AE,2004,135000,90000,Petrol,Individual,Manual,Second Owner,13.4,1794.0,125.0,5.0,16,4000
Maruti Ertiga SHVS ZDI Plus,2017,850000,43000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,200,1750
Hyundai Santro Asta BSIV,2018,500000,25000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,99,4500
Maruti Wagon R VXI BS IV,2016,385000,26000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,90,3500
Hyundai Verna CRDi SX,2006,135000,120000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5.0,,1000
Maruti Alto LXi,2008,120000,70000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,62,3000
Honda Accord VTi-L MT,2006,200000,60000,Petrol,Individual,Manual,Third Owner,11.9,2354.0,144.0,5.0,,4000
Tata New Safari 3L Dicor LX 4x2,2007,200000,120000,Diesel,Individual,Manual,Second Owner,13.93,2956.0,138.1,7.0,320,1700
Maruti Ciaz ZXi,2016,700000,20000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,130,4000
Tata Indigo CR4,2013,290000,25000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5.0,140,1800
Maruti Swift Dzire ZDI Plus,2017,725000,60000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,190,2000
Tata Sumo EX 10/7 Str BSIII,2008,200000,80000,Diesel,Individual,Manual,First Owner,12.2,1948.0,68.0,10.0,1,2000
Maruti Omni E MPI STD BS IV,2014,155000,80000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0,59,2500
Honda Amaze S i-VTEC,2019,690000,1303,Petrol,Dealer,Manual,First Owner,17.8,1198.0,86.7,5.0,109,4500
Audi Q5 35TDI Premium Plus,2018,3975000,31800,Diesel,Dealer,Automatic,First Owner,17.01,1968.0,188.0,5.0,400,1750
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,202,3600
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,430,1750
Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Individual,Automatic,First Owner,9.5,3604.0,280.0,5.0,347,4300
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,213,4500
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,110,4800
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,200,1200
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400,1750
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400,1750
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,110,4800
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,350,1500
Mercedes-Benz E-Class Exclusive E 200 BSIV,2019,5200000,17000,Petrol,Dealer,Automatic,First Owner,15.0,1991.0,194.4,5.0,300,1600
Land Rover Discovery Sport TD4 SE,2019,4500000,21000,Diesel,Dealer,Automatic,First Owner,12.83,1999.0,148.31,7.0,382,1750
Mercedes-Benz S-Class S 350 CDI,2017,6000000,37000,Diesel,Dealer,Automatic,First Owner,13.5,2987.0,254.79,5.0,620,1600
BMW 5 Series 520d Sport Line,2018,4000000,10000,Diesel,Dealer,Automatic,First Owner,22.48,1995.0,187.74,5.0,400,1750
Hyundai Venue SX Plus Turbo DCT BSIV,2019,1125000,3500,Petrol,Dealer,Automatic,First Owner,18.15,998.0,118.35,5.0,171.6,1500
Audi A4 35 TDI Premium Plus,2016,1898999,46000,Diesel,Dealer,Automatic,First Owner,18.25,1968.0,187.74,5.0,400,1750
Honda CR-V 2.4L 4WD AT AVN,2017,1650000,52000,Petrol,Dealer,Automatic,First Owner,12.0,2354.0,187.4,5.0,226,4400
Maruti Swift VXI,2011,280000,20000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,114,4000
Tata Tigor 1.2 Revotron XE,2019,450000,25000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,114,3500
Maruti Esteem LX - BSIII,2006,135000,70000,Petrol,Individual,Manual,Second Owner,15.9,1298.0,85.0,5.0,110,4500
Mahindra XUV500 W4,2014,650000,40000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,330,1600
Maruti Baleno Delta,2020,650000,7300,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5.0,113,4200
Maruti Ciaz 1.3 Sigma,2018,750000,25000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,200,1750
Maruti Alto LXi,2010,150000,100000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,62,3000
Mahindra KUV 100 mFALCON D75 K8,2017,500000,35000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,190,1750
Toyota Etios GD,2012,311000,100000,Diesel,Individual,Manual,First Owner,0.0,0.0,0.0,,0,0
Hyundai Verna 1.6 SX,2013,425000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,259.8,1900
Hyundai i10 Magna,2010,260000,60000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,111.7,4000
Volkswagen Polo 1.5 TDI Highline,2014,400000,110000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,5.0,230,1500
Hyundai i20 2015-2017 Magna 1.4 CRDi,2017,575000,70000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,219.7,1500
Hyundai Santro Xing GL,2008,175000,40000,Petrol,Individual,Manual,First Owner,0.0,1086.0,62.0,5.0,96.1,3000
Maruti SX4 Green Vxi (CNG),2010,250000,90000,CNG,Individual,Manual,Second Owner,21.4,1586.0,103.3,5.0,145,4100
Volkswagen Polo GT TDI,2012,400000,95000,Diesel,Individual,Manual,First Owner,19.7,1598.0,103.6,5.0,250,1500
Mahindra Bolero SLX 2WD BSIII,2011,350000,200000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,180 Nm at 1440-1500r,0
Maruti Swift VDI BSIV,2015,484999,30000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,190,2000
Maruti Swift VDI BSIV,2015,484999,30000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,190,2000
Volkswagen CrossPolo 1.5 TDI,2013,350000,70000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.5,5.0,230,1500
Toyota Fortuner 4x2 AT TRD Sportivo,2014,1400000,80000,Diesel,Individual,Automatic,Second Owner,12.55,2982.0,168.7,7.0,360,1400
Maruti Swift Dzire VDi,2012,250000,100000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5.0,190,2000
Maruti Swift Dzire ZDI Plus,2017,655000,70000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,190,2000
Honda Jazz 1.5 V i DTEC,2016,500000,30000,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5.0,200,1750
Chevrolet Beat LS,2016,300000,15000,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5.0,106.5,4400
Ford Figo Aspire 1.5 TDCi Titanium,2018,650000,21000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,215,1750
Maruti Wagon R VXI 1.2,2014,300000,35000,Petrol,Individual,Manual,First Owner,20.52,1197.0,81.8,5.0,113,4200
Honda Jazz 1.2 VX i VTEC,2016,475000,25000,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5.0,110,4800
Tata Tiago 1.2 Revotron XZ WO Alloy,2017,450000,30000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,114,3500
Maruti Swift Dzire VDI,2019,754000,10000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,190,2000
Hyundai i10 Sportz,2013,300000,40000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,111.8,4000
Hyundai EON Magna Plus,2014,250000,25000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,74.5,4000
Maruti Swift Dzire VDI,2018,725000,15000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,190,2000
Maruti Alto LXi,2008,95000,70000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,62,3000
Hyundai Santro Sportz BSIV,2018,475000,7800,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,99,4500
Tata Safari Storme LX,2014,575000,55000,Diesel,Individual,Manual,First Owner,14.0,2179.0,138.1,7.0,320,1700
Tata Tiago 1.2 Revotron XT,2016,350000,30000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,114,3500
Mahindra Bolero 2011-2019 SLX,2013,330000,125000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,195,1400
Maruti Swift VXI Deca,2016,482000,50000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,113,4200
Ford EcoSport 1.5 TDCi Ambiente BSIV,2017,625000,40000,Diesel,Individual,Manual,Fourth & Above Owner,22.77,1498.0,98.59,5.0,205,1750
Tata Tiago 1.2 Revotron XM Option,2017,380000,30000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,114,3500
Chevrolet Beat LT,2016,310000,30000,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5.0,106.5,4400
Maruti Swift Dzire VXi,2009,280000,35000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,114,4000
Renault Duster Petrol RXS CVT,2018,900000,30000,Petrol,Individual,Automatic,First Owner,14.99,1498.0,104.5,5.0,142,4000
Maruti Wagon R VXI Minor,2010,250000,60000,Petrol,Individual,Manual,First Owner,18.9,1061.0,67.0,5.0,84,3500
Hyundai Verna 1.6 VTVT S,2017,750000,39000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.3,5.0,154.9,4200
Renault KWID 1.0 RXT Optional,2019,420000,15000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,91,4250
Honda Amaze S Petrol BSIV,2019,670000,5000,Petrol,Individual,Manual,First Owner,19.5,1199.0,88.76,5.0,110,4800
Hyundai i10 Magna 1.1L,2016,420000,9750,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,99.04,4500
Toyota Innova Crysta 2.4 ZX MT BSIV,2016,1800000,110000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,7.0,343,1400
Honda WR-V i-VTEC VX,2018,900000,35000,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5.0,110,4800
Mahindra XUV500 W6 2WD,2015,1200000,10000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,330,1600
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2003,195000,157138,Diesel,Individual,Manual,Third Owner,10.5,2179.0,120.0,7.0,290,1800
Hyundai Verna CRDi,2007,185000,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.8,1493.0,110.0,5.0,,1000
Hyundai i10 Magna 1.1L,2008,185000,110000,Petrol,Individual,Manual,Fourth & Above Owner,19.81,1086.0,68.05,5.0,99.04,4500
Mahindra XUV500 W9 BSIV,2018,1525000,46000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,360,1750
Maruti Swift VXI BSIII W/ ABS,2006,215000,102000,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,5.0,11,4000
Maruti Alto 800 Base,2015,210000,50000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,69,3500
Toyota Innova Crysta 2.4 VX MT BSIV,2016,1700000,110000,Diesel,Individual,Manual,Second Owner,13.68,2393.0,147.8,7.0,343,1400
Maruti Omni LPG STD BSIV,1991,55000,120000,LPG,Individual,Manual,Second Owner,0.0,0.0,0.0,,0,0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2009,530000,285000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,20,1400
Honda City i VTEC VX Option,2015,800000,50000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,145,4600
Maruti Swift VDI BSIV,2014,570000,70000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0,190,2000
Maruti SX4 VDI,2012,350000,120000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5.0,200,1750
Hyundai i20 1.4 CRDi Magna,2011,350000,93000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,90.0,5.0,22.4 kgm at 1750-2750r,0
Mahindra Bolero Power Plus SLX,2018,750000,50000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,195,1400
Maruti Eeco 7 Seater Standard BSIV,2011,160000,100000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,7.0,101,3000
Tata Indigo CS LS DiCOR,2010,150000,70000,Diesel,Individual,Manual,Third Owner,15.7,1405.0,70.0,5.0,14,1000
Maruti Swift VDI BSIV,2008,250000,90000,Diesel,Individual,Manual,Third Owner,0.0,0.0,0.0,,0,0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,562000,5000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,113.75,4000
Hyundai i10 Magna,2012,290000,27000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,111.7,4000
Mahindra XUV500 W6 2WD,2014,600000,122000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,330,1600
Hyundai Xcent 1.1 CRDi S,2015,401000,74000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0,180.4,1750
Maruti Swift Dzire AMT ZXI Plus,2019,750000,6500,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,113,4200
Mahindra Bolero SLX,2007,240000,80000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,180 Nm at 1440-1500r,0
Maruti Alto K10 2010-2014 VXI,2012,229999,50000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,90,3500
Mahindra Bolero 2011-2019 ZLX,2013,500000,50000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,195,1400
Maruti Gypsy King ST BSIII,2010,350000,80000,Petrol,Individual,Manual,First Owner,11.96,1298.0,80.0,8.0,103,4500
Datsun RediGO T Option,2018,217000,25000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0,72,4386
Nissan Sunny XL D,2018,670000,35000,Diesel,Individual,Manual,First Owner,22.71,1461.0,84.8,5.0,200,2000
Maruti Alto K10 2010-2014 VXI,2011,225000,30000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,90,3500
Maruti Vitara Brezza ZXI Plus AT Dual Tone,2020,737000,10000,Petrol,Individual,Automatic,First Owner,18.76,1462.0,103.26,5.0,138,4400
Maruti Celerio LXI,2014,300000,80000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,90,3500
Tata Indigo LX,2008,85000,120000,Diesel,Individual,Manual,First Owner,17.0,1405.0,70.0,5.0,13,2000
Hyundai Verna Transform VGT CRDi,2010,195000,120000,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5.0,24 KGM at 1900-2750 R,0
Honda WR-V i-DTEC S,2017,675000,127991,Diesel,Dealer,Manual,First Owner,25.5,1498.0,98.6,5.0,200,1750
Mitsubishi Lancer 2.0 GLd,1999,150000,198000,Diesel,Individual,Manual,Second Owner,14.8,1998.0,68.0,5.0,12,3000
Tata Indigo eCS GLX,2010,290000,65000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5.0,100,2700
Maruti Esteem Lxi,2002,95000,90000,Petrol,Individual,Manual,Third Owner,0.0,0.0,0.0,,0,0
Maruti Ciaz 1.3 Zeta,2018,889000,20000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,200,1750
Volkswagen Ameo 1.2 MPI Comfortline,2016,400000,60000,Petrol,Individual,Manual,First Owner,17.0,1198.0,73.75,5.0,110,3750
Renault KWID RXT Optional,2018,390000,13120,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,72,4386
Jeep Compass 2.0 Longitude BSIV,2017,1550000,87500,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,350,1750
Hyundai Verna 1.6 SX CRDi (O),2014,600000,125000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,259.8,1900
Hyundai Elite i20 Asta Option CVT BSIV,2018,800000,25000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,81.86,5.0,117,4000
Maruti Ertiga ZDI,2013,600000,120000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.8,7.0,200,1750
Hyundai Verna 1.6 VTVT SX,2015,795000,35000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.3,5.0,154.9,4200
Hyundai i20 Asta Option 1.4 CRDi,2016,735000,25000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,219.7,1500
Skoda Octavia L and K 1.9 TDI MT,2005,250000,120000,Diesel,Individual,Manual,Third Owner,16.4,1896.0,90.0,5.0,21,1000
Renault KWID AMT,2018,400000,25000,Petrol,Individual,Automatic,First Owner,24.04,999.0,67.0,5.0,91,4250
Mahindra Xylo D2 BSIV,2014,395000,140000,Diesel,Individual,Manual,First Owner,14.0,2489.0,95.0,8.0,220Nm at 1400-2600 r,0
Hyundai Accent CRDi,2005,130000,79000,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5.0,187,2500
Renault Lodgy 85PS RxE,2015,600000,125000,Diesel,Individual,Manual,First Owner,21.04,1461.0,83.8,8.0,200,1900
Hyundai i20 Active 1.4 SX,2016,720000,80000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,220,1500
Honda City S,2011,450000,110000,Petrol,Individual,Manual,Third Owner,16.8,1497.0,116.4,5.0,146,4800
Hyundai Verna Transform SX VGT CRDi,2010,220000,80000,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5.0,24 KGM at 1900-2750 R,0
Hyundai Verna 1.6 SX,2014,545000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,259.8,1900
Volkswagen Vento Diesel Highline,2011,370000,100000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,250,1500
Mahindra Bolero LX Non AC BSIII,2010,450000,78000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,180 Nm at 1440-1500r,0
Hyundai i20 Petrol CVT Asta,2018,750000,15000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,81.86,5.0,114.73,4000
Mahindra Scorpio S10 7 Seater,2015,1100000,70000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0,280,1800
Maruti Baleno Alpha 1.2,2019,711000,5000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,115,4000
Maruti Alto K10 VXI,2016,285000,75000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,90,3500
